driver_id,constructor_id,race_id,race_name,season,fp1_best_time,fp2_best_time,fp3_best_time,fp1_avg_time,fp2_avg_time,fp3_avg_time,rain_fp1,avg_airtemp_fp1,avg_tracktemp_fp1,high_windspeed_fp1,avg_windspeed_fp1,rain_fp2,avg_airtemp_fp2,avg_tracktemp_fp2,high_windspeed_fp2,avg_windspeed_fp2,rain_fp3,avg_airtemp_fp3,avg_tracktemp_fp3,high_windspeed_fp3,avg_windspeed_fp3,rain_quali,avg_airtemp_quali,avg_tracktemp_quali,high_windspeed_quali,avg_windspeed_quali,rain_race,avg_airtemp_race,avg_tracktemp_race,high_windspeed_race,avg_windspeed_race,qual_position,qual_time,sect1,sect2,sect3,speed1,speed2,speedfl,race_startposition,race_endposition,race_overtakes_made,fastest_lap,dnf,dotd
gasly,alpine,14,Italian Grand Prix,2023,0 days 00:01:23.931000,0 days 00:01:22.651000,0 days 00:01:22.852000,0 days 00:01:24.564750,0 days 00:01:23.208800,0 days 00:01:23.160666666,0,25.177777777777777,37.01111111111111,2.0,1.0888888888888888,0,26.88888888888889,36.25555555555556,1.7,0.9555555555555556,0,26.73333333333333,39.73333333333333,1.7,1.1222222222222225,0,28.1625,39.6,2.0,1.5,0,29.3125,42.975,2.0,1.1625,17.0,0 days 00:01:22.545000,0 days 00:00:27.119000,0 days 00:00:28.047000,0 days 00:00:27.379000,320.0,337.0,305.0,17,15,9,0,0,0
stroll,aston_martin,14,Italian Grand Prix,2023,0,0,0 days 00:01:22.245000,0,0,0 days 00:01:23.496125,0,25.177777777777777,37.01111111111111,2.0,1.0888888888888888,0,26.88888888888889,36.25555555555556,1.7,0.9555555555555556,0,26.73333333333333,39.73333333333333,1.7,1.1222222222222225,0,28.1625,39.6,2.0,1.5,0,29.3125,42.975,2.0,1.1625,20.0,0 days 00:01:22.860000,0 days 00:00:27.267000,0 days 00:00:28.076000,0 days 00:00:27.517000,321.0,334.0,307.0,20,16,12,0,0,0
hulkenberg,haas,14,Italian Grand Prix,2023,0 days 00:01:24.067000,0 days 00:01:22.291000,0 days 00:01:21.985000,0 days 00:01:24.715000,0 days 00:01:23.785000,0 days 00:01:22.356250,0,25.177777777777777,37.01111111111111,2.0,1.0888888888888888,0,26.88888888888889,36.25555555555556,1.7,0.9555555555555556,0,26.73333333333333,39.73333333333333,1.7,1.1222222222222225,0,28.1625,39.6,2.0,1.5,0,29.3125,42.975,2.0,1.1625,13.0,0 days 00:01:21.776000,0 days 00:00:27.154000,0 days 00:00:27.621000,0 days 00:00:27.001000,319.0,334.0,310.0,13,17,6,0,0,0
kevin_magnussen,haas,14,Italian Grand Prix,2023,0 days 00:01:24.217000,0 days 00:01:22.574000,0 days 00:01:21.884000,0 days 00:01:25.062142857,0 days 00:01:23.320250,0 days 00:01:22.709666666,0,25.177777777777777,37.01111111111111,2.0,1.0888888888888888,0,26.88888888888889,36.25555555555556,1.7,0.9555555555555556,0,26.73333333333333,39.73333333333333,1.7,1.1222222222222225,0,28.1625,39.6,2.0,1.5,0,29.3125,42.975,2.0,1.1625,19.0,0 days 00:01:22.592000,0 days 00:00:27.384000,0 days 00:00:27.829000,0 days 00:00:27.379000,319.0,333.0,309.0,19,18,6,0,0,0
ocon,alpine,14,Italian Grand Prix,2023,0 days 00:01:24.090000,0 days 00:01:22.716000,0 days 00:01:22.739000,0 days 00:01:24.610142857,0 days 00:01:23.268333333,0 days 00:01:23.237333333,0,25.177777777777777,37.01111111111111,2.0,1.0888888888888888,0,26.88888888888889,36.25555555555556,1.7,0.9555555555555556,0,26.73333333333333,39.73333333333333,1.7,1.1222222222222225,0,28.1625,39.6,2.0,1.5,0,29.3125,42.975,2.0,1.1625,18.0,0 days 00:01:22.548000,0 days 00:00:27.296000,0 days 00:00:27.859000,0 days 00:00:27.393000,320.0,337.0,309.0,18,19,9,0,1,0
tsunoda,alphatauri,14,Italian Grand Prix,2023,0 days 00:01:23.271000,0 days 00:01:22.696000,0 days 00:01:22.297000,0 days 00:01:24.172400,0 days 00:01:23.159250,0 days 00:01:22.855800,0,25.177777777777777,37.01111111111111,2.0,1.0888888888888888,0,26.88888888888889,36.25555555555556,1.7,0.9555555555555556,0,26.73333333333333,39.73333333333333,1.7,1.1222222222222225,0,28.1625,39.6,2.0,1.5,0,29.3125,42.975,2.0,1.1625,11.0,0 days 00:01:21.594000,0 days 00:00:27.054000,0 days 00:00:27.462000,0 days 00:00:27.078000,320.0,337.0,312.0,11,20,0,0,1,0
sainz,ferrari,15,Singapore Grand Prix,2023,0 days 00:01:33.428000,0 days 00:01:32.120000,0 days 00:01:32.065000,0 days 00:01:34.962200,0 days 00:01:33.196500,0 days 00:01:33.840333333,0,31.43333333333333,43.14444444444444,3.0,2.2555555555555555,0,30.011111111111106,36.55555555555556,1.8,1.3222222222222222,0,31.011111111111106,38.23333333333333,2.5,2.011111111111111,0,29.536363636363635,34.20909090909091,2.0,1.7363636363636366,0,29.855555555555554,36.52777777777777,2.5,1.4,1.0,0 days 00:01:30.984000,0 days 00:00:26.717000,0 days 00:00:38.499000,0 days 00:00:25.768000,312.0,280.0,259.0,1,1,0,0,0,1
norris,mclaren,15,Singapore Grand Prix,2023,0 days 00:01:33.522000,0 days 00:01:32.711000,0 days 00:01:32.303000,0 days 00:01:36.213142857,0 days 00:01:33.933250,0 days 00:01:33.371800,0,31.43333333333333,43.14444444444444,3.0,2.2555555555555555,0,30.011111111111106,36.55555555555556,1.8,1.3222222222222222,0,31.011111111111106,38.23333333333333,2.5,2.011111111111111,0,29.536363636363635,34.20909090909091,2.0,1.7363636363636366,0,29.855555555555554,36.52777777777777,2.5,1.4,4.0,0 days 00:01:31.270000,0 days 00:00:26.756000,0 days 00:00:38.666000,0 days 00:00:25.848000,310.0,278.0,260.0,4,2,5,0,0,0
hamilton,mercedes,15,Singapore Grand Prix,2023,0 days 00:01:33.540000,0 days 00:01:32.585000,0 days 00:01:32.535000,0 days 00:01:34.913000,0 days 00:01:33.802666666,0 days 00:01:33.285400,0,31.43333333333333,43.14444444444444,3.0,2.2555555555555555,0,30.011111111111106,36.55555555555556,1.8,1.3222222222222222,0,31.011111111111106,38.23333333333333,2.5,2.011111111111111,0,29.536363636363635,34.20909090909091,2.0,1.7363636363636366,0,29.855555555555554,36.52777777777777,2.5,1.4,5.0,0 days 00:01:31.485000,0 days 00:00:26.924000,0 days 00:00:38.599000,0 days 00:00:25.962000,309.0,277.0,258.0,5,3,5,1,0,0
leclerc,ferrari,15,Singapore Grand Prix,2023,0 days 00:01:33.350000,0 days 00:01:32.138000,0 days 00:01:32.381000,0 days 00:01:35.319285714,0 days 00:01:33.351500,0 days 00:01:34.589285714,0,31.43333333333333,43.14444444444444,3.0,2.2555555555555555,0,30.011111111111106,36.55555555555556,1.8,1.3222222222222222,0,31.011111111111106,38.23333333333333,2.5,2.011111111111111,0,29.536363636363635,34.20909090909091,2.0,1.7363636363636366,0,29.855555555555554,36.52777777777777,2.5,1.4,3.0,0 days 00:01:31.063000,0 days 00:00:26.754000,0 days 00:00:38.428000,0 days 00:00:25.881000,313.0,279.0,259.0,3,4,5,0,0,0
max_verstappen,red_bull,15,Singapore Grand Prix,2023,0 days 00:01:33.476000,0 days 00:01:32.852000,0 days 00:01:32.378000,0 days 00:01:35.226000,0 days 00:01:34.039666666,0 days 00:01:33.269000,0,31.43333333333333,43.14444444444444,3.0,2.2555555555555555,0,30.011111111111106,36.55555555555556,1.8,1.3222222222222222,0,31.011111111111106,38.23333333333333,2.5,2.011111111111111,0,29.536363636363635,34.20909090909091,2.0,1.7363636363636366,0,29.855555555555554,36.52777777777777,2.5,1.4,11.0,0 days 00:01:32.173000,0 days 00:00:27.255000,0 days 00:00:38.896000,0 days 00:00:26.022000,310.0,277.0,260.0,11,5,13,0,0,0
gasly,alpine,15,Singapore Grand Prix,2023,0 days 00:01:34.639000,0 days 00:01:33.824000,0 days 00:01:33.351000,0 days 00:01:36.048500,0 days 00:01:34.930833333,0 days 00:01:34.524200,0,31.43333333333333,43.14444444444444,3.0,2.2555555555555555,0,30.011111111111106,36.55555555555556,1.8,1.3222222222222222,0,31.011111111111106,38.23333333333333,2.5,2.011111111111111,0,29.536363636363635,34.20909090909091,2.0,1.7363636363636366,0,29.855555555555554,36.52777777777777,2.5,1.4,12.0,0 days 00:01:32.274000,0 days 00:00:27.178000,0 days 00:00:39.074000,0 days 00:00:26.022000,307.0,277.0,257.0,12,6,8,0,0,0
piastri,mclaren,15,Singapore Grand Prix,2023,0 days 00:01:35.474000,0 days 00:01:33.461000,0 days 00:01:32.730000,0 days 00:01:36.426200,0 days 00:01:34.744600,0 days 00:01:34.454200,0,31.43333333333333,43.14444444444444,3.0,2.2555555555555555,0,30.011111111111106,36.55555555555556,1.8,1.3222222222222222,0,31.011111111111106,38.23333333333333,2.5,2.011111111111111,0,29.536363636363635,34.20909090909091,2.0,1.7363636363636366,0,29.855555555555554,36.52777777777777,2.5,1.4,17.0,0 days 00:01:32.902000,0 days 00:00:27.334000,0 days 00:00:39.326000,0 days 00:00:26.242000,308.0,278.0,259.0,17,7,9,0,0,0
perez,red_bull,15,Singapore Grand Prix,2023,0 days 00:01:33.725000,0 days 00:01:32.812000,0 days 00:01:32.784000,0 days 00:01:35.210600,0 days 00:01:33.751600,0 days 00:01:33.958166666,0,31.43333333333333,43.14444444444444,3.0,2.2555555555555555,0,30.011111111111106,36.55555555555556,1.8,1.3222222222222222,0,31.011111111111106,38.23333333333333,2.5,2.011111111111111,0,29.536363636363635,34.20909090909091,2.0,1.7363636363636366,0,29.855555555555554,36.52777777777777,2.5,1.4,13.0,0 days 00:01:32.310000,0 days 00:00:27.042000,0 days 00:00:38.814000,0 days 00:00:26.243000,310.0,278.0,256.0,13,8,12,0,0,0
kevin_magnussen,haas,15,Singapore Grand Prix,2023,0 days 00:01:34.887000,0 days 00:01:33.017000,0 days 00:01:32.970000,0 days 00:01:36.157750,0 days 00:01:34.453600,0 days 00:01:33.560000,0,31.43333333333333,43.14444444444444,3.0,2.2555555555555555,0,30.011111111111106,36.55555555555556,1.8,1.3222222222222222,0,31.011111111111106,38.23333333333333,2.5,2.011111111111111,0,29.536363636363635,34.20909090909091,2.0,1.7363636363636366,0,29.855555555555554,36.52777777777777,2.5,1.4,6.0,0 days 00:01:31.575000,0 days 00:00:26.959000,0 days 00:00:38.606000,0 days 00:00:26.010000,311.0,279.0,259.0,6,10,9,0,0,0
albon,williams,15,Singapore Grand Prix,2023,0 days 00:01:34.657000,0 days 00:01:35.558000,0 days 00:01:33.370000,0 days 00:01:36.023250,0 days 00:01:36.119000,0 days 00:01:34.036666666,0,31.43333333333333,43.14444444444444,3.0,2.2555555555555555,0,30.011111111111106,36.55555555555556,1.8,1.3222222222222222,0,31.011111111111106,38.23333333333333,2.5,2.011111111111111,0,29.536363636363635,34.20909090909091,2.0,1.7363636363636366,0,29.855555555555554,36.52777777777777,2.5,1.4,14.0,0 days 00:01:33.719000,0 days 00:00:27.131000,0 days 00:00:39.323000,0 days 00:00:26.214000,312.0,280.0,257.0,14,11,11,0,0,0
zhou,alfa,15,Singapore Grand Prix,2023,0 days 00:01:35.456000,0 days 00:01:33.575000,0 days 00:01:33.637000,0 days 00:01:36.571000,0 days 00:01:34.729000,0 days 00:01:34.777000,0,31.43333333333333,43.14444444444444,3.0,2.2555555555555555,0,30.011111111111106,36.55555555555556,1.8,1.3222222222222222,0,31.011111111111106,38.23333333333333,2.5,2.011111111111111,0,29.536363636363635,34.20909090909091,2.0,1.7363636363636366,0,29.855555555555554,36.52777777777777,2.5,1.4,19.0,0 days 00:01:33.258000,0 days 00:00:27.319000,0 days 00:00:39.339000,0 days 00:00:26.600000,309.0,277.0,258.0,20,12,11,0,0,0
hulkenberg,haas,15,Singapore Grand Prix,2023,0 days 00:01:34.985000,0 days 00:01:33.139000,0 days 00:01:32.896000,0 days 00:01:35.975250,0 days 00:01:34.232250,0 days 00:01:34.085000,0,31.43333333333333,43.14444444444444,3.0,2.2555555555555555,0,30.011111111111106,36.55555555555556,1.8,1.3222222222222222,0,31.011111111111106,38.23333333333333,2.5,2.011111111111111,0,29.536363636363635,34.20909090909091,2.0,1.7363636363636366,0,29.855555555555554,36.52777777777777,2.5,1.4,9.0,0 days 00:01:31.808000,0 days 00:00:26.926000,0 days 00:00:38.738000,0 days 00:00:26.144000,312.0,279.0,256.0,9,13,8,0,0,0
sargeant,williams,15,Singapore Grand Prix,2023,0 days 00:01:35.778000,0 days 00:01:34.327000,0 days 00:01:33.708000,0 days 00:01:36.684666666,0 days 00:01:34.965500,0 days 00:01:34.403500,0,31.43333333333333,43.14444444444444,3.0,2.2555555555555555,0,30.011111111111106,36.55555555555556,1.8,1.3222222222222222,0,31.011111111111106,38.23333333333333,2.5,2.011111111111111,0,29.536363636363635,34.20909090909091,2.0,1.7363636363636366,0,29.855555555555554,36.52777777777777,2.5,1.4,18.0,0 days 00:01:33.252000,0 days 00:00:27.263000,0 days 00:00:39.523000,0 days 00:00:26.466000,311.0,279.0,256.0,18,14,6,0,0,0
alonso,aston_martin,15,Singapore Grand Prix,2023,0 days 00:01:33.974000,0 days 00:01:32.478000,0 days 00:01:33.051000,0 days 00:01:36.560700,0 days 00:01:33.657000,0 days 00:01:33.842333333,0,31.43333333333333,43.14444444444444,3.0,2.2555555555555555,0,30.011111111111106,36.55555555555556,1.8,1.3222222222222222,0,31.011111111111106,38.23333333333333,2.5,2.011111111111111,0,29.536363636363635,34.20909090909091,2.0,1.7363636363636366,0,29.855555555555554,36.52777777777777,2.5,1.4,7.0,0 days 00:01:31.615000,0 days 00:00:26.915000,0 days 00:00:38.791000,0 days 00:00:25.909000,309.0,277.0,260.0,7,15,6,0,0,0
russell,mercedes,15,Singapore Grand Prix,2023,0 days 00:01:33.695000,0 days 00:01:32.355000,0 days 00:01:32.134000,0 days 00:01:35.116000,0 days 00:01:33.784800,0 days 00:01:32.983000,0,31.43333333333333,43.14444444444444,3.0,2.2555555555555555,0,30.011111111111106,36.55555555555556,1.8,1.3222222222222222,0,31.011111111111106,38.23333333333333,2.5,2.011111111111111,0,29.536363636363635,34.20909090909091,2.0,1.7363636363636366,0,29.855555555555554,36.52777777777777,2.5,1.4,2.0,0 days 00:01:31.056000,0 days 00:00:26.785000,0 days 00:00:38.406000,0 days 00:00:25.865000,308.0,277.0,259.0,2,16,3,0,1,0
bottas,alfa,15,Singapore Grand Prix,2023,0 days 00:01:34.802000,0 days 00:01:33.105000,0 days 00:01:33.540000,0 days 00:01:36.040000,0 days 00:01:34.530000,0 days 00:01:34.291000,0,31.43333333333333,43.14444444444444,3.0,2.2555555555555555,0,30.011111111111106,36.55555555555556,1.8,1.3222222222222222,0,31.011111111111106,38.23333333333333,2.5,2.011111111111111,0,29.536363636363635,34.20909090909091,2.0,1.7363636363636366,0,29.855555555555554,36.52777777777777,2.5,1.4,16.0,0 days 00:01:32.809000,0 days 00:00:27.239000,0 days 00:00:39.211000,0 days 00:00:26.359000,308.0,277.0,257.0,16,17,7,0,1,0
ocon,alpine,15,Singapore Grand Prix,2023,0 days 00:01:34.066000,0 days 00:01:33.361000,0 days 00:01:32.979000,0 days 00:01:35.574833333,0 days 00:01:34.902200,0 days 00:01:34.112800,0,31.43333333333333,43.14444444444444,3.0,2.2555555555555555,0,30.011111111111106,36.55555555555556,1.8,1.3222222222222222,0,31.011111111111106,38.23333333333333,2.5,2.011111111111111,0,29.536363636363635,34.20909090909091,2.0,1.7363636363636366,0,29.855555555555554,36.52777777777777,2.5,1.4,8.0,0 days 00:01:31.673000,0 days 00:00:26.986000,0 days 00:00:38.703000,0 days 00:00:25.984000,309.0,277.0,258.0,8,18,4,0,1,0
tsunoda,alphatauri,15,Singapore Grand Prix,2023,0 days 00:01:34.042000,0 days 00:01:33.477000,0 days 00:01:32.945000,0 days 00:01:36.051200,0 days 00:01:34.155000,0 days 00:01:34.042400,0,31.43333333333333,43.14444444444444,3.0,2.2555555555555555,0,30.011111111111106,36.55555555555556,1.8,1.3222222222222222,0,31.011111111111106,38.23333333333333,2.5,2.011111111111111,0,29.536363636363635,34.20909090909091,2.0,1.7363636363636366,0,29.855555555555554,36.52777777777777,2.5,1.4,15.0,0,0 days 00:00:27.177000,0 days 00:00:38.747000,0 days 00:00:26.067000,306.0,275.0,257.0,15,19,0,0,1,0
stroll,aston_martin,15,Singapore Grand Prix,2023,0 days 00:01:34.568000,0 days 00:01:33.390000,0 days 00:01:33.126000,0 days 00:01:35.910800,0 days 00:01:34.670750,0 days 00:01:34.520428571,0,31.43333333333333,43.14444444444444,3.0,2.2555555555555555,0,30.011111111111106,36.55555555555556,1.8,1.3222222222222222,0,31.011111111111106,38.23333333333333,2.5,2.011111111111111,0,29.536363636363635,34.20909090909091,2.0,1.7363636363636366,0,29.855555555555554,36.52777777777777,2.5,1.4,20.0,0 days 00:01:33.397000,0 days 00:00:27.330000,0 days 00:00:39.549000,0 days 00:00:26.518000,311.0,278.0,255.0,20,20,0,0,0,0
max_verstappen,red_bull,16,Japanese Grand Prix,2023,0 days 00:01:31.647000,0 days 00:01:30.688000,0 days 00:01:30.267000,0 days 00:01:32.751800,0 days 00:01:31.152000,0 days 00:01:30.800333333,1,28.111111111111114,37.67777777777778,2.5,1.2555555555555555,0,28.1625,38.5625,3.7,2.8625,0,28.23333333333333,45.66666666666666,3.7,2.811111111111112,0,26.09,36.540000000000006,4.5,3.69,0,27.3,42.3125,2.9,1.85,1.0,0 days 00:01:28.877000,0 days 00:00:30.725000,0 days 00:00:40.311000,0 days 00:00:17.841000,283.0,305.0,267.0,1,1,2,1,0,0
norris,mclaren,16,Japanese Grand Prix,2023,0 days 00:01:32.392000,0 days 00:01:31.152000,0 days 00:01:30.507000,0 days 00:01:34.416750,0 days 00:01:32.429000,0 days 00:01:31.847800,1,28.111111111111114,37.67777777777778,2.5,1.2555555555555555,0,28.1625,38.5625,3.7,2.8625,0,28.23333333333333,45.66666666666666,3.7,2.811111111111112,0,26.09,36.540000000000006,4.5,3.69,0,27.3,42.3125,2.9,1.85,3.0,0 days 00:01:29.493000,0 days 00:00:31.025000,0 days 00:00:40.421000,0 days 00:00:18.047000,280.0,307.0,267.0,3,2,6,0,0,0
piastri,mclaren,16,Japanese Grand Prix,2023,0 days 00:01:32.713000,0 days 00:01:31.662000,0 days 00:01:30.555000,0 days 00:01:34.604700,0 days 00:01:32.528000,0 days 00:01:32.612200,1,28.111111111111114,37.67777777777778,2.5,1.2555555555555555,0,28.1625,38.5625,3.7,2.8625,0,28.23333333333333,45.66666666666666,3.7,2.811111111111112,0,26.09,36.540000000000006,4.5,3.69,0,27.3,42.3125,2.9,1.85,2.0,0 days 00:01:29.458000,0 days 00:00:31.173000,0 days 00:00:40.356000,0 days 00:00:17.929000,282.0,307.0,267.0,2,3,7,0,0,1
leclerc,ferrari,16,Japanese Grand Prix,2023,0 days 00:01:32.574000,0 days 00:01:31.008000,0 days 00:01:31.022000,0 days 00:01:34.354666666,0 days 00:01:32.491750,0 days 00:01:32.354500,1,28.111111111111114,37.67777777777778,2.5,1.2555555555555555,0,28.1625,38.5625,3.7,2.8625,0,28.23333333333333,45.66666666666666,3.7,2.811111111111112,0,26.09,36.540000000000006,4.5,3.69,0,27.3,42.3125,2.9,1.85,4.0,0 days 00:01:29.542000,0 days 00:00:31.240000,0 days 00:00:40.363000,0 days 00:00:17.939000,281.0,303.0,267.0,4,4,5,0,0,0
hamilton,mercedes,16,Japanese Grand Prix,2023,0 days 00:01:33.699000,0 days 00:01:31.829000,0 days 00:01:31.159000,0 days 00:01:34.870800,0 days 00:01:32.829400,0 days 00:01:31.685666666,1,28.111111111111114,37.67777777777778,2.5,1.2555555555555555,0,28.1625,38.5625,3.7,2.8625,0,28.23333333333333,45.66666666666666,3.7,2.811111111111112,0,26.09,36.540000000000006,4.5,3.69,0,27.3,42.3125,2.9,1.85,7.0,0 days 00:01:29.908000,0 days 00:00:31.312000,0 days 00:00:40.616000,0 days 00:00:17.980000,279.0,303.0,266.0,7,5,10,0,0,0
sainz,ferrari,16,Japanese Grand Prix,2023,0 days 00:01:32.273000,0 days 00:01:31.237000,0 days 00:01:31.137000,0 days 00:01:34.672000,0 days 00:01:32.572250,0 days 00:01:31.836500,1,28.111111111111114,37.67777777777778,2.5,1.2555555555555555,0,28.1625,38.5625,3.7,2.8625,0,28.23333333333333,45.66666666666666,3.7,2.811111111111112,0,26.09,36.540000000000006,4.5,3.69,0,27.3,42.3125,2.9,1.85,6.0,0 days 00:01:29.850000,0 days 00:00:31.332000,0 days 00:00:40.564000,0 days 00:00:17.954000,281.0,304.0,267.0,6,6,10,0,0,0
russell,mercedes,16,Japanese Grand Prix,2023,0 days 00:01:33.310000,0 days 00:01:31.328000,0 days 00:01:31.505000,0 days 00:01:34.587500,0 days 00:01:32.896000,0 days 00:01:31.985333333,1,28.111111111111114,37.67777777777778,2.5,1.2555555555555555,0,28.1625,38.5625,3.7,2.8625,0,28.23333333333333,45.66666666666666,3.7,2.811111111111112,0,26.09,36.540000000000006,4.5,3.69,0,27.3,42.3125,2.9,1.85,8.0,0 days 00:01:30.219000,0 days 00:00:31.547000,0 days 00:00:40.624000,0 days 00:00:18.048000,280.0,303.0,265.0,8,7,11,0,0,0
alonso,aston_martin,16,Japanese Grand Prix,2023,0 days 00:01:32.650000,0 days 00:01:31.492000,0 days 00:01:31.549000,0 days 00:01:33.897600,0 days 00:01:32.588750,0 days 00:01:32.000250,1,28.111111111111114,37.67777777777778,2.5,1.2555555555555555,0,28.1625,38.5625,3.7,2.8625,0,28.23333333333333,45.66666666666666,3.7,2.811111111111112,0,26.09,36.540000000000006,4.5,3.69,0,27.3,42.3125,2.9,1.85,10.0,0 days 00:01:30.560000,0 days 00:00:31.238000,0 days 00:00:41.060000,0 days 00:00:18.167000,277.0,304.0,264.0,10,8,7,0,0,0
ocon,alpine,16,Japanese Grand Prix,2023,0 days 00:01:33.516000,0 days 00:01:31.794000,0 days 00:01:31.924000,0 days 00:01:34.360600,0 days 00:01:33.077000,0 days 00:01:32.351333333,1,28.111111111111114,37.67777777777778,2.5,1.2555555555555555,0,28.1625,38.5625,3.7,2.8625,0,28.23333333333333,45.66666666666666,3.7,2.811111111111112,0,26.09,36.540000000000006,4.5,3.69,0,27.3,42.3125,2.9,1.85,14.0,0 days 00:01:30.586000,0 days 00:00:31.501000,0 days 00:00:40.932000,0 days 00:00:18.153000,284.0,307.0,267.0,14,9,13,0,0,0
gasly,alpine,16,Japanese Grand Prix,2023,0 days 00:01:33.129000,0 days 00:01:32.179000,0 days 00:01:32.199000,0 days 00:01:35.018571428,0 days 00:01:33.520750,0 days 00:01:32.751750,1,28.111111111111114,37.67777777777778,2.5,1.2555555555555555,0,28.1625,38.5625,3.7,2.8625,0,28.23333333333333,45.66666666666666,3.7,2.811111111111112,0,26.09,36.540000000000006,4.5,3.69,0,27.3,42.3125,2.9,1.85,12.0,0 days 00:01:30.509000,0 days 00:00:31.424000,0 days 00:00:40.990000,0 days 00:00:18.095000,283.0,304.0,264.0,12,10,15,0,0,0
tsunoda,alphatauri,16,Japanese Grand Prix,2023,0 days 00:01:32.597000,0 days 00:01:32.178000,0 days 00:01:31.951000,0 days 00:01:34.540400,0 days 00:01:33.337800,0 days 00:01:32.878750,1,28.111111111111114,37.67777777777778,2.5,1.2555555555555555,0,28.1625,38.5625,3.7,2.8625,0,28.23333333333333,45.66666666666666,3.7,2.811111111111112,0,26.09,36.540000000000006,4.5,3.69,0,27.3,42.3125,2.9,1.85,9.0,0 days 00:01:30.303000,0 days 00:00:31.454000,0 days 00:00:40.706000,0 days 00:00:18.044000,280.0,301.0,261.0,9,12,9,0,0,0
zhou,alfa,16,Japanese Grand Prix,2023,0 days 00:01:34.831000,0 days 00:01:32.165000,0 days 00:01:31.668000,0 days 00:01:35.221333333,0 days 00:01:33.599500,0 days 00:01:32.541750,1,28.111111111111114,37.67777777777778,2.5,1.2555555555555555,0,28.1625,38.5625,3.7,2.8625,0,28.23333333333333,45.66666666666666,3.7,2.811111111111112,0,26.09,36.540000000000006,4.5,3.69,0,27.3,42.3125,2.9,1.85,19.0,0 days 00:01:31.398000,0 days 00:00:32.066000,0 days 00:00:41.073000,0 days 00:00:18.259000,280.0,301.0,255.0,19,13,11,0,0,0
hulkenberg,haas,16,Japanese Grand Prix,2023,0 days 00:01:33.448000,0 days 00:01:31.797000,0 days 00:01:31.979000,0 days 00:01:34.854250,0 days 00:01:33.495000,0 days 00:01:32.079500,1,28.111111111111114,37.67777777777778,2.5,1.2555555555555555,0,28.1625,38.5625,3.7,2.8625,0,28.23333333333333,45.66666666666666,3.7,2.811111111111112,0,26.09,36.540000000000006,4.5,3.69,0,27.3,42.3125,2.9,1.85,18.0,0 days 00:01:31.299000,0 days 00:00:31.773000,0 days 00:00:41.298000,0 days 00:00:18.228000,282.0,306.0,266.0,18,14,11,0,0,0
kevin_magnussen,haas,16,Japanese Grand Prix,2023,0 days 00:01:33.975000,0 days 00:01:32.169000,0 days 00:01:31.880000,0 days 00:01:34.944250,0 days 00:01:33.334000,0 days 00:01:32.278750,1,28.111111111111114,37.67777777777778,2.5,1.2555555555555555,0,28.1625,38.5625,3.7,2.8625,0,28.23333333333333,45.66666666666666,3.7,2.811111111111112,0,26.09,36.540000000000006,4.5,3.69,0,27.3,42.3125,2.9,1.85,15.0,0 days 00:01:30.665000,0 days 00:00:31.626000,0 days 00:00:40.896000,0 days 00:00:18.143000,280.0,304.0,266.0,15,15,8,0,0,0
albon,williams,16,Japanese Grand Prix,2023,0 days 00:01:32.991000,0 days 00:01:31.555000,0 days 00:01:32.113000,0 days 00:01:34.858166666,0 days 00:01:32.468000,0 days 00:01:32.300666666,1,28.111111111111114,37.67777777777778,2.5,1.2555555555555555,0,28.1625,38.5625,3.7,2.8625,0,28.23333333333333,45.66666666666666,3.7,2.811111111111112,0,26.09,36.540000000000006,4.5,3.69,0,27.3,42.3125,2.9,1.85,13.0,0 days 00:01:30.537000,0 days 00:00:31.648000,0 days 00:00:40.711000,0 days 00:00:18.178000,284.0,308.0,267.0,13,16,6,0,1,0
sargeant,williams,16,Japanese Grand Prix,2023,0 days 00:01:34.212000,0 days 00:01:32.320000,0 days 00:01:32.002000,0 days 00:01:34.356500,0 days 00:01:33.788666666,0 days 00:01:32.456000,1,28.111111111111114,37.67777777777778,2.5,1.2555555555555555,0,28.1625,38.5625,3.7,2.8625,0,28.23333333333333,45.66666666666666,3.7,2.811111111111112,0,26.09,36.540000000000006,4.5,3.69,0,27.3,42.3125,2.9,1.85,20.0,0,0,0,0,0.0,0.0,0.0,20,17,3,0,1,0
stroll,aston_martin,16,Japanese Grand Prix,2023,0 days 00:01:33.040000,0 days 00:01:31.771000,0 days 00:01:32.154000,0 days 00:01:33.499333333,0 days 00:01:33.004250,0 days 00:01:33.004750,1,28.111111111111114,37.67777777777778,2.5,1.2555555555555555,0,28.1625,38.5625,3.7,2.8625,0,28.23333333333333,45.66666666666666,3.7,2.811111111111112,0,26.09,36.540000000000006,4.5,3.69,0,27.3,42.3125,2.9,1.85,17.0,0 days 00:01:31.181000,0 days 00:00:31.521000,0 days 00:00:41.208000,0 days 00:00:18.452000,279.0,301.0,262.0,17,18,6,0,1,0
