driver_id,constructor_id,race_id,race_name,season,qual_position,qual_time,sect1,sect2,sect3,speed1,speed2,speedfl
stroll,aston_martin,22,Abu Dhabi Grand Prix,2021,13.0,0 days 00:01:24.066000,0 days 00:00:17.327000,0 days 00:00:36.117000,0 days 00:00:30.617000,288.0,313.0,223.0
russell,williams,22,Abu Dhabi Grand Prix,2021,17.0,0 days 00:01:24.423000,0 days 00:00:17.130000,0 days 00:00:36.527000,0 days 00:00:30.766000,290.0,319.0,222.0
leclerc,ferrari,1,Bahrain Grand Prix,2022,1.0,0 days 00:01:30.558000,0 days 00:00:29.115000,0 days 00:00:38.702000,0 days 00:00:22.741000,241.0,270.0,288.0
max_verstappen,red_bull,1,Bahrain Grand Prix,2022,2.0,0 days 00:01:30.681000,0 days 00:00:28.970000,0 days 00:00:38.832000,0 days 00:00:22.879000,239.0,271.0,289.0
sainz,ferrari,1,Bahrain Grand Prix,2022,3.0,0 days 00:01:30.687000,0 days 00:00:29.036000,0 days 00:00:38.842000,0 days 00:00:22.809000,240.0,270.0,284.0
perez,red_bull,1,Bahrain Grand Prix,2022,4.0,0 days 00:01:30.921000,0 days 00:00:29.180000,0 days 00:00:38.894000,0 days 00:00:22.847000,239.0,269.0,288.0
hamilton,mercedes,1,Bahrain Grand Prix,2022,5.0,0 days 00:01:31.238000,0 days 00:00:29.100000,0 days 00:00:39.038000,0 days 00:00:22.910000,240.0,268.0,285.0
bottas,alfa,1,Bahrain Grand Prix,2022,6.0,0 days 00:01:31.560000,0 days 00:00:29.203000,0 days 00:00:39.296000,0 days 00:00:23.061000,239.0,269.0,286.0
kevin_magnussen,haas,1,Bahrain Grand Prix,2022,7.0,0 days 00:01:31.808000,0 days 00:00:29.391000,0 days 00:00:39.191000,0 days 00:00:22.879000,241.0,271.0,287.0
alonso,alpine,1,Bahrain Grand Prix,2022,8.0,0 days 00:01:32.195000,0 days 00:00:29.306000,0 days 00:00:39.305000,0 days 00:00:23.010000,241.0,268.0,286.0
russell,mercedes,1,Bahrain Grand Prix,2022,9.0,0 days 00:01:32.216000,0 days 00:00:29.197000,0 days 00:00:39.104000,0 days 00:00:22.951000,239.0,265.0,284.0
gasly,alphatauri,1,Bahrain Grand Prix,2022,10.0,0 days 00:01:32.338000,0 days 00:00:29.253000,0 days 00:00:39.335000,0 days 00:00:23.047000,239.0,269.0,279.0
ocon,alpine,1,Bahrain Grand Prix,2022,11.0,0 days 00:01:31.782000,0 days 00:00:29.407000,0 days 00:00:39.294000,0 days 00:00:23.081000,240.0,269.0,287.0
norris,mclaren,1,Bahrain Grand Prix,2022,13.0,0 days 00:01:32.008000,0 days 00:00:29.544000,0 days 00:00:39.355000,0 days 00:00:23.109000,237.0,267.0,283.0
albon,williams,1,Bahrain Grand Prix,2022,14.0,0 days 00:01:32.664000,0 days 00:00:29.564000,0 days 00:00:39.897000,0 days 00:00:23.203000,240.0,271.0,287.0
zhou,alfa,1,Bahrain Grand Prix,2022,15.0,0 days 00:01:33.543000,0 days 00:00:29.501000,0 days 00:00:39.796000,0 days 00:00:23.196000,240.0,268.0,288.0
tsunoda,alphatauri,1,Bahrain Grand Prix,2022,16.0,0 days 00:01:32.750000,0 days 00:00:29.724000,0 days 00:00:39.811000,0 days 00:00:23.215000,235.0,267.0,286.0
hulkenberg,aston_martin,1,Bahrain Grand Prix,2022,17.0,0 days 00:01:32.777000,0 days 00:00:29.833000,0 days 00:00:39.760000,0 days 00:00:23.184000,238.0,264.0,279.0
ricciardo,mclaren,1,Bahrain Grand Prix,2022,18.0,0 days 00:01:32.945000,0 days 00:00:29.763000,0 days 00:00:39.862000,0 days 00:00:23.320000,237.0,266.0,282.0
stroll,aston_martin,1,Bahrain Grand Prix,2022,19.0,0 days 00:01:33.032000,0 days 00:00:29.906000,0 days 00:00:39.844000,0 days 00:00:23.282000,238.0,267.0,284.0
perez,red_bull,2,Saudi Arabian Grand Prix,2022,1.0,0 days 00:01:28.200000,0 days 00:00:32.299000,0 days 00:00:28.323000,0 days 00:00:27.578000,290.0,329.0,308.0
leclerc,ferrari,2,Saudi Arabian Grand Prix,2022,2.0,0 days 00:01:28.225000,0 days 00:00:32.134000,0 days 00:00:28.347000,0 days 00:00:27.744000,287.0,320.0,300.0
sainz,ferrari,2,Saudi Arabian Grand Prix,2022,3.0,0 days 00:01:28.402000,0 days 00:00:32.289000,0 days 00:00:28.482000,0 days 00:00:27.631000,288.0,320.0,301.0
max_verstappen,red_bull,2,Saudi Arabian Grand Prix,2022,4.0,0 days 00:01:28.461000,0 days 00:00:32.314000,0 days 00:00:28.335000,0 days 00:00:27.812000,290.0,326.0,302.0
ocon,alpine,2,Saudi Arabian Grand Prix,2022,5.0,0 days 00:01:29.068000,0 days 00:00:32.566000,0 days 00:00:28.589000,0 days 00:00:27.913000,288.0,320.0,302.0
russell,mercedes,2,Saudi Arabian Grand Prix,2022,6.0,0 days 00:01:29.104000,0 days 00:00:32.501000,0 days 00:00:28.548000,0 days 00:00:28.055000,286.0,313.0,296.0
alonso,alpine,2,Saudi Arabian Grand Prix,2022,7.0,0 days 00:01:29.147000,0 days 00:00:32.724000,0 days 00:00:28.581000,0 days 00:00:27.842000,285.0,319.0,303.0
bottas,alfa,2,Saudi Arabian Grand Prix,2022,8.0,0 days 00:01:29.183000,0 days 00:00:32.544000,0 days 00:00:28.572000,0 days 00:00:28.067000,285.0,321.0,297.0
gasly,alphatauri,2,Saudi Arabian Grand Prix,2022,9.0,0 days 00:01:29.254000,0 days 00:00:32.698000,0 days 00:00:28.586000,0 days 00:00:27.970000,285.0,323.0,302.0
kevin_magnussen,haas,2,Saudi Arabian Grand Prix,2022,10.0,0 days 00:01:29.588000,0 days 00:00:32.821000,0 days 00:00:28.703000,0 days 00:00:28.022000,280.0,324.0,298.0
norris,mclaren,2,Saudi Arabian Grand Prix,2022,11.0,0 days 00:01:29.651000,0 days 00:00:32.721000,0 days 00:00:28.669000,0 days 00:00:28.261000,283.0,318.0,296.0
ricciardo,mclaren,2,Saudi Arabian Grand Prix,2022,12.0,0 days 00:01:29.773000,0 days 00:00:32.780000,0 days 00:00:28.776000,0 days 00:00:28.217000,282.0,314.0,289.0
zhou,alfa,2,Saudi Arabian Grand Prix,2022,13.0,0 days 00:01:29.819000,0 days 00:00:33.028000,0 days 00:00:28.714000,0 days 00:00:28.077000,284.0,323.0,298.0
stroll,aston_martin,2,Saudi Arabian Grand Prix,2022,15.0,0 days 00:01:31.009000,0 days 00:00:33.048000,0 days 00:00:28.884000,0 days 00:00:28.324000,288.0,320.0,303.0
hamilton,mercedes,2,Saudi Arabian Grand Prix,2022,16.0,0 days 00:01:30.343000,0 days 00:00:33.085000,0 days 00:00:28.967000,0 days 00:00:28.291000,285.0,317.0,299.0
albon,williams,2,Saudi Arabian Grand Prix,2022,17.0,0 days 00:01:30.492000,0 days 00:00:33.167000,0 days 00:00:28.975000,0 days 00:00:28.350000,288.0,323.0,304.0
hulkenberg,aston_martin,2,Saudi Arabian Grand Prix,2022,18.0,0 days 00:01:30.543000,0 days 00:00:33.201000,0 days 00:00:28.915000,0 days 00:00:28.427000,287.0,318.0,302.0
tsunoda,alphatauri,2,Saudi Arabian Grand Prix,2022,20.0,,,,,,,
leclerc,ferrari,3,Australian Grand Prix,2022,1.0,0 days 00:01:17.868000,0 days 00:00:26.740000,0 days 00:00:17.786000,0 days 00:00:33.342000,284.0,302.0,301.0
max_verstappen,red_bull,3,Australian Grand Prix,2022,2.0,0 days 00:01:18.154000,0 days 00:00:26.865000,0 days 00:00:17.792000,0 days 00:00:33.497000,281.0,304.0,298.0
perez,red_bull,3,Australian Grand Prix,2022,3.0,0 days 00:01:18.240000,0 days 00:00:26.845000,0 days 00:00:17.760000,0 days 00:00:33.635000,283.0,306.0,293.0
norris,mclaren,3,Australian Grand Prix,2022,4.0,0 days 00:01:18.703000,0 days 00:00:27.047000,0 days 00:00:17.991000,0 days 00:00:33.665000,279.0,295.0,298.0
hamilton,mercedes,3,Australian Grand Prix,2022,5.0,0 days 00:01:18.825000,0 days 00:00:26.975000,0 days 00:00:18,0 days 00:00:33.850000,280.0,294.0,297.0
russell,mercedes,3,Australian Grand Prix,2022,6.0,0 days 00:01:18.933000,0 days 00:00:27.037000,0 days 00:00:18.050000,0 days 00:00:33.846000,279.0,290.0,296.0
ricciardo,mclaren,3,Australian Grand Prix,2022,7.0,0 days 00:01:19.032000,0 days 00:00:27.143000,0 days 00:00:18.066000,0 days 00:00:33.823000,278.0,291.0,293.0
ocon,alpine,3,Australian Grand Prix,2022,8.0,0 days 00:01:19.061000,0 days 00:00:26.960000,0 days 00:00:17.963000,0 days 00:00:34.138000,284.0,306.0,302.0
sainz,ferrari,3,Australian Grand Prix,2022,9.0,0 days 00:01:19.408000,0 days 00:00:27.010000,0 days 00:00:17.772000,0 days 00:00:33.687000,283.0,304.0,296.0
alonso,alpine,3,Australian Grand Prix,2022,10.0,,0 days 00:00:27.015000,0 days 00:00:17.780000,0 days 00:00:34.020000,284.0,307.0,303.0
gasly,alphatauri,3,Australian Grand Prix,2022,11.0,0 days 00:01:19.226000,0 days 00:00:27.317000,0 days 00:00:18.086000,0 days 00:00:33.823000,278.0,298.0,300.0
bottas,alfa,3,Australian Grand Prix,2022,12.0,0 days 00:01:19.410000,0 days 00:00:27.193000,0 days 00:00:18.019000,0 days 00:00:34.039000,283.0,304.0,300.0
tsunoda,alphatauri,3,Australian Grand Prix,2022,13.0,0 days 00:01:19.424000,0 days 00:00:27.079000,0 days 00:00:18.098000,0 days 00:00:34.247000,281.0,303.0,299.0
zhou,alfa,3,Australian Grand Prix,2022,14.0,0 days 00:01:20.155000,0 days 00:00:27.625000,0 days 00:00:18.204000,0 days 00:00:34.081000,278.0,300.0,299.0
albon,williams,3,Australian Grand Prix,2022,16.0,0 days 00:01:20.135000,0 days 00:00:27.401000,0 days 00:00:18.067000,0 days 00:00:34.667000,283.0,300.0,300.0
kevin_magnussen,haas,3,Australian Grand Prix,2022,17.0,0 days 00:01:20.254000,0 days 00:00:27.859000,0 days 00:00:18.237000,0 days 00:00:34.158000,279.0,298.0,297.0
stroll,aston_martin,3,Australian Grand Prix,2022,20.0,,,,,,,
max_verstappen,red_bull,4,Emilia Romagna Grand Prix,2022,1.0,0 days 00:01:27.999000,0 days 00:00:25.472000,0 days 00:00:26.850000,0 days 00:00:26.471000,220.0,259.0,275.0
leclerc,ferrari,4,Emilia Romagna Grand Prix,2022,2.0,0 days 00:01:28.778000,0 days 00:00:25.581000,0 days 00:00:26.959000,0 days 00:00:26.256000,222.0,260.0,272.0
norris,mclaren,4,Emilia Romagna Grand Prix,2022,3.0,0 days 00:01:29.131000,0 days 00:00:25.742000,0 days 00:00:27.080000,0 days 00:00:26.472000,224.0,257.0,271.0
kevin_magnussen,haas,4,Emilia Romagna Grand Prix,2022,4.0,0 days 00:01:29.164000,0 days 00:00:26.054000,0 days 00:00:27.081000,0 days 00:00:26.767000,215.0,255.0,267.0
alonso,alpine,4,Emilia Romagna Grand Prix,2022,5.0,0 days 00:01:29.202000,0 days 00:00:25.764000,0 days 00:00:27.126000,0 days 00:00:26.705000,223.0,258.0,269.0
ricciardo,mclaren,4,Emilia Romagna Grand Prix,2022,6.0,0 days 00:01:29.742000,0 days 00:00:25.795000,0 days 00:00:27.212000,0 days 00:00:26.973000,,256.0,273.0
perez,red_bull,4,Emilia Romagna Grand Prix,2022,7.0,0 days 00:01:29.808000,0 days 00:00:25.600000,0 days 00:00:27.042000,0 days 00:00:26.654000,222.0,259.0,274.0
bottas,alfa,4,Emilia Romagna Grand Prix,2022,8.0,0 days 00:01:30.439000,0 days 00:00:26.045000,0 days 00:00:27.455000,0 days 00:00:26.692000,214.0,257.0,265.0
sainz,ferrari,4,Emilia Romagna Grand Prix,2022,10.0,,0 days 00:00:25.794000,0 days 00:00:26.930000,0 days 00:00:26.266000,222.0,257.0,276.0
russell,mercedes,4,Emilia Romagna Grand Prix,2022,11.0,0 days 00:01:20.757000,0 days 00:00:26.019000,0 days 00:00:27.482000,0 days 00:00:26.882000,216.0,254.0,272.0
hamilton,mercedes,4,Emilia Romagna Grand Prix,2022,13.0,0 days 00:01:21.138000,0 days 00:00:25.979000,0 days 00:00:27.379000,0 days 00:00:27.112000,211.0,255.0,274.0
zhou,alfa,4,Emilia Romagna Grand Prix,2022,14.0,0 days 00:01:21.434000,0 days 00:00:25.729000,0 days 00:00:27.408000,0 days 00:00:26.593000,218.0,256.0,270.0
stroll,aston_martin,4,Emilia Romagna Grand Prix,2022,15.0,0 days 00:01:28.119000,0 days 00:00:25.915000,0 days 00:00:27.197000,0 days 00:00:27.230000,218.0,260.0,273.0
tsunoda,alphatauri,4,Emilia Romagna Grand Prix,2022,16.0,0 days 00:01:20.474000,0 days 00:00:26.331000,0 days 00:00:27.339000,0 days 00:00:26.804000,218.0,258.0,267.0
gasly,alphatauri,4,Emilia Romagna Grand Prix,2022,17.0,0 days 00:01:20.732000,0 days 00:00:26.390000,0 days 00:00:27.254000,0 days 00:00:27.088000,217.0,256.0,271.0
ocon,alpine,4,Emilia Romagna Grand Prix,2022,19.0,0 days 00:01:22.338000,0 days 00:00:26.480000,0 days 00:00:28.024000,0 days 00:00:27.834000,217.0,256.0,272.0
albon,williams,4,Emilia Romagna Grand Prix,2022,20.0,,,,,,,
leclerc,ferrari,5,Miami Grand Prix,2022,1.0,0 days 00:01:28.796000,0 days 00:00:29.441000,0 days 00:00:33.831000,0 days 00:00:25.524000,222.0,194.0,284.0
sainz,ferrari,5,Miami Grand Prix,2022,2.0,0 days 00:01:28.986000,0 days 00:00:29.278000,0 days 00:00:34.017000,0 days 00:00:25.691000,223.0,192.0,285.0
max_verstappen,red_bull,5,Miami Grand Prix,2022,3.0,0 days 00:01:28.991000,0 days 00:00:29.546000,0 days 00:00:33.977000,0 days 00:00:25.468000,223.0,192.0,287.0
perez,red_bull,5,Miami Grand Prix,2022,4.0,0 days 00:01:29.036000,0 days 00:00:29.635000,0 days 00:00:34.012000,0 days 00:00:25.389000,223.0,192.0,287.0
bottas,alfa,5,Miami Grand Prix,2022,5.0,0 days 00:01:29.475000,0 days 00:00:29.833000,0 days 00:00:34.074000,0 days 00:00:25.568000,223.0,194.0,286.0
hamilton,mercedes,5,Miami Grand Prix,2022,6.0,0 days 00:01:29.625000,0 days 00:00:29.687000,0 days 00:00:34.290000,0 days 00:00:25.648000,221.0,191.0,285.0
gasly,alphatauri,5,Miami Grand Prix,2022,7.0,0 days 00:01:29.690000,0 days 00:00:29.907000,0 days 00:00:34.246000,0 days 00:00:25.537000,221.0,191.0,285.0
norris,mclaren,5,Miami Grand Prix,2022,8.0,0 days 00:01:29.750000,0 days 00:00:29.709000,0 days 00:00:34.057000,0 days 00:00:25.868000,220.0,191.0,281.0
tsunoda,alphatauri,5,Miami Grand Prix,2022,9.0,0 days 00:01:29.932000,0 days 00:00:29.975000,0 days 00:00:34.286000,0 days 00:00:25.671000,220.0,191.0,285.0
stroll,aston_martin,5,Miami Grand Prix,2022,10.0,0 days 00:01:30.676000,0 days 00:00:30.112000,0 days 00:00:34.357000,0 days 00:00:25.527000,222.0,192.0,288.0
alonso,alpine,5,Miami Grand Prix,2022,11.0,0 days 00:01:30.160000,0 days 00:00:29.773000,0 days 00:00:34.616000,0 days 00:00:25.771000,220.0,189.0,285.0
russell,mercedes,5,Miami Grand Prix,2022,12.0,0 days 00:01:30.173000,0 days 00:00:29.799000,0 days 00:00:34.559000,0 days 00:00:25.815000,221.0,190.0,286.0
ricciardo,mclaren,5,Miami Grand Prix,2022,14.0,0 days 00:01:30.310000,0 days 00:00:29.834000,0 days 00:00:34.501000,0 days 00:00:25.975000,220.0,191.0,281.0
kevin_magnussen,haas,5,Miami Grand Prix,2022,16.0,0 days 00:01:30.975000,0 days 00:00:30.523000,0 days 00:00:34.919000,0 days 00:00:25.533000,218.0,189.0,287.0
zhou,alfa,5,Miami Grand Prix,2022,17.0,0 days 00:01:31.020000,0 days 00:00:30.468000,0 days 00:00:34.531000,0 days 00:00:26.021000,219.0,190.0,281.0
albon,williams,5,Miami Grand Prix,2022,18.0,0 days 00:01:31.266000,0 days 00:00:30.641000,0 days 00:00:34.810000,0 days 00:00:25.815000,221.0,190.0,288.0
ocon,alpine,5,Miami Grand Prix,2022,20.0,,,,,,,
leclerc,ferrari,6,Spanish Grand Prix,2022,1.0,0 days 00:01:18.750000,0 days 00:00:22.004000,0 days 00:00:29.410000,0 days 00:00:27.336000,285.0,306.0,282.0
max_verstappen,red_bull,6,Spanish Grand Prix,2022,2.0,0 days 00:01:19.073000,0 days 00:00:21.978000,0 days 00:00:29.684000,0 days 00:00:27.411000,290.0,302.0,285.0
sainz,ferrari,6,Spanish Grand Prix,2022,3.0,0 days 00:01:19.166000,0 days 00:00:22.189000,0 days 00:00:29.583000,0 days 00:00:27.394000,284.0,307.0,284.0
russell,mercedes,6,Spanish Grand Prix,2022,4.0,0 days 00:01:19.393000,0 days 00:00:21.936000,0 days 00:00:29.735000,0 days 00:00:27.722000,283.0,301.0,281.0
perez,red_bull,6,Spanish Grand Prix,2022,5.0,0 days 00:01:19.420000,0 days 00:00:22.194000,0 days 00:00:29.761000,0 days 00:00:27.465000,289.0,306.0,285.0
hamilton,mercedes,6,Spanish Grand Prix,2022,6.0,0 days 00:01:19.512000,0 days 00:00:22.095000,0 days 00:00:29.596000,0 days 00:00:27.821000,287.0,306.0,280.0
bottas,alfa,6,Spanish Grand Prix,2022,7.0,0 days 00:01:19.608000,0 days 00:00:22.245000,0 days 00:00:29.920000,0 days 00:00:27.443000,285.0,304.0,284.0
kevin_magnussen,haas,6,Spanish Grand Prix,2022,8.0,0 days 00:01:19.682000,0 days 00:00:22.115000,0 days 00:00:30.006000,0 days 00:00:27.561000,288.0,300.0,278.0
ricciardo,mclaren,6,Spanish Grand Prix,2022,9.0,0 days 00:01:20.297000,0 days 00:00:22.243000,0 days 00:00:30.158000,0 days 00:00:27.886000,281.0,302.0,277.0
norris,mclaren,6,Spanish Grand Prix,2022,11.0,0 days 00:01:20.471000,0 days 00:00:22.088000,0 days 00:00:30.153000,0 days 00:00:28.230000,282.0,298.0,282.0
ocon,alpine,6,Spanish Grand Prix,2022,12.0,0 days 00:01:20.638000,0 days 00:00:22.353000,0 days 00:00:30.389000,0 days 00:00:27.896000,282.0,302.0,282.0
tsunoda,alphatauri,6,Spanish Grand Prix,2022,13.0,0 days 00:01:20.639000,0 days 00:00:22.262000,0 days 00:00:30.393000,0 days 00:00:27.984000,290.0,304.0,283.0
gasly,alphatauri,6,Spanish Grand Prix,2022,14.0,0 days 00:01:20.861000,0 days 00:00:22.304000,0 days 00:00:30.346000,0 days 00:00:28.069000,285.0,303.0,283.0
zhou,alfa,6,Spanish Grand Prix,2022,15.0,0 days 00:01:21.094000,0 days 00:00:22.376000,0 days 00:00:30.230000,0 days 00:00:27.870000,286.0,303.0,283.0
alonso,alpine,6,Spanish Grand Prix,2022,17.0,0 days 00:01:21.043000,0 days 00:00:22.413000,0 days 00:00:30.540000,0 days 00:00:28.090000,284.0,295.0,282.0
stroll,aston_martin,6,Spanish Grand Prix,2022,18.0,0 days 00:01:21.418000,0 days 00:00:22.611000,0 days 00:00:30.410000,0 days 00:00:28.397000,287.0,298.0,277.0
albon,williams,6,Spanish Grand Prix,2022,19.0,0 days 00:01:21.645000,0 days 00:00:22.570000,0 days 00:00:30.748000,0 days 00:00:28.327000,283.0,293.0,285.0
leclerc,ferrari,7,Monaco Grand Prix,2022,1.0,0 days 00:01:11.376000,0 days 00:00:18.872000,0 days 00:00:33.738000,0 days 00:00:18.766000,220.0,205.0,268.0
sainz,ferrari,7,Monaco Grand Prix,2022,2.0,0 days 00:01:11.601000,0 days 00:00:18.964000,0 days 00:00:33.738000,0 days 00:00:18.899000,220.0,208.0,271.0
perez,red_bull,7,Monaco Grand Prix,2022,3.0,0 days 00:01:11.629000,0 days 00:00:18.909000,0 days 00:00:33.891000,0 days 00:00:18.829000,218.0,203.0,272.0
max_verstappen,red_bull,7,Monaco Grand Prix,2022,4.0,0 days 00:01:11.666000,0 days 00:00:18.987000,0 days 00:00:33.827000,0 days 00:00:18.852000,214.0,201.0,272.0
norris,mclaren,7,Monaco Grand Prix,2022,5.0,0 days 00:01:11.849000,0 days 00:00:19.126000,0 days 00:00:33.770000,0 days 00:00:18.953000,218.0,205.0,269.0
russell,mercedes,7,Monaco Grand Prix,2022,6.0,0 days 00:01:12.112000,0 days 00:00:18.981000,0 days 00:00:34.016000,0 days 00:00:19.115000,218.0,207.0,269.0
alonso,alpine,7,Monaco Grand Prix,2022,7.0,0 days 00:01:12.247000,0 days 00:00:19.080000,0 days 00:00:34.086000,0 days 00:00:19.081000,216.0,202.0,268.0
hamilton,mercedes,7,Monaco Grand Prix,2022,8.0,0 days 00:01:12.560000,0 days 00:00:19.142000,0 days 00:00:34.230000,0 days 00:00:19.188000,217.0,202.0,271.0
ocon,alpine,7,Monaco Grand Prix,2022,10.0,0 days 00:01:13.047000,0 days 00:00:19.294000,0 days 00:00:34.084000,0 days 00:00:19.150000,213.0,200.0,270.0
tsunoda,alphatauri,7,Monaco Grand Prix,2022,11.0,0 days 00:01:12.797000,0 days 00:00:19.342000,0 days 00:00:34.213000,0 days 00:00:19.242000,213.0,200.0,270.0
bottas,alfa,7,Monaco Grand Prix,2022,12.0,0 days 00:01:12.909000,0 days 00:00:19.310000,0 days 00:00:34.445000,0 days 00:00:19.154000,216.0,200.0,269.0
kevin_magnussen,haas,7,Monaco Grand Prix,2022,13.0,0 days 00:01:12.921000,0 days 00:00:19.406000,0 days 00:00:34.037000,0 days 00:00:19.478000,217.0,204.0,272.0
ricciardo,mclaren,7,Monaco Grand Prix,2022,14.0,0 days 00:01:12.964000,0 days 00:00:19.447000,0 days 00:00:34.357000,0 days 00:00:19.160000,213.0,203.0,271.0
albon,williams,7,Monaco Grand Prix,2022,16.0,0 days 00:01:13.611000,0 days 00:00:19.518000,0 days 00:00:34.728000,0 days 00:00:19.365000,210.0,197.0,269.0
gasly,alphatauri,7,Monaco Grand Prix,2022,17.0,0 days 00:01:13.660000,0 days 00:00:19.710000,0 days 00:00:34.553000,0 days 00:00:19.397000,216.0,198.0,269.0
stroll,aston_martin,7,Monaco Grand Prix,2022,18.0,0 days 00:01:13.678000,0 days 00:00:19.612000,0 days 00:00:34.571000,0 days 00:00:19.495000,208.0,198.0,269.0
zhou,alfa,7,Monaco Grand Prix,2022,20.0,0 days 00:01:15.606000,0 days 00:00:20.382000,0 days 00:00:35.354000,0 days 00:00:19.870000,212.0,195.0,268.0
leclerc,ferrari,8,Azerbaijan Grand Prix,2022,1.0,0 days 00:01:41.359000,0 days 00:00:35.615000,0 days 00:00:40.670000,0 days 00:00:25.074000,236.0,245.0,332.0
perez,red_bull,8,Azerbaijan Grand Prix,2022,2.0,0 days 00:01:41.641000,0 days 00:00:35.642000,0 days 00:00:40.997000,0 days 00:00:25.002000,237.0,239.0,336.0
max_verstappen,red_bull,8,Azerbaijan Grand Prix,2022,3.0,0 days 00:01:41.706000,0 days 00:00:35.781000,0 days 00:00:41.042000,0 days 00:00:24.883000,224.0,235.0,342.0
sainz,ferrari,8,Azerbaijan Grand Prix,2022,4.0,0 days 00:01:41.814000,0 days 00:00:35.729000,0 days 00:00:41.057000,0 days 00:00:25.028000,226.0,236.0,330.0
russell,mercedes,8,Azerbaijan Grand Prix,2022,5.0,0 days 00:01:42.712000,0 days 00:00:36.098000,0 days 00:00:41.363000,0 days 00:00:25.251000,213.0,238.0,332.0
gasly,alphatauri,8,Azerbaijan Grand Prix,2022,6.0,0 days 00:01:42.845000,0 days 00:00:36.121000,0 days 00:00:41.377000,0 days 00:00:25.347000,231.0,232.0,332.0
hamilton,mercedes,8,Azerbaijan Grand Prix,2022,7.0,0 days 00:01:42.924000,0 days 00:00:36.169000,0 days 00:00:41.410000,0 days 00:00:25.345000,221.0,232.0,330.0
tsunoda,alphatauri,8,Azerbaijan Grand Prix,2022,8.0,0 days 00:01:43.056000,0 days 00:00:36.205000,0 days 00:00:41.519000,0 days 00:00:25.332000,222.0,237.0,333.0
alonso,alpine,8,Azerbaijan Grand Prix,2022,10.0,0 days 00:01:43.173000,0 days 00:00:36.435000,0 days 00:00:41.836000,0 days 00:00:24.902000,213.0,232.0,340.0
norris,mclaren,8,Azerbaijan Grand Prix,2022,11.0,0 days 00:01:43.398000,0 days 00:00:36.236000,0 days 00:00:41.485000,0 days 00:00:25.677000,225.0,230.0,319.0
ricciardo,mclaren,8,Azerbaijan Grand Prix,2022,12.0,0 days 00:01:43.574000,0 days 00:00:36.305000,0 days 00:00:41.734000,0 days 00:00:25.535000,221.0,230.0,323.0
ocon,alpine,8,Azerbaijan Grand Prix,2022,13.0,0 days 00:01:43.585000,0 days 00:00:36.517000,0 days 00:00:42.068000,0 days 00:00:25,218.0,227.0,340.0
zhou,alfa,8,Azerbaijan Grand Prix,2022,14.0,0 days 00:01:43.790000,0 days 00:00:36.564000,0 days 00:00:41.940000,0 days 00:00:25.273000,229.0,233.0,335.0
bottas,alfa,8,Azerbaijan Grand Prix,2022,15.0,0 days 00:01:44.444000,0 days 00:00:36.838000,0 days 00:00:42.121000,0 days 00:00:25.485000,225.0,223.0,322.0
kevin_magnussen,haas,8,Azerbaijan Grand Prix,2022,16.0,0 days 00:01:44.643000,0 days 00:00:36.927000,0 days 00:00:42.413000,0 days 00:00:25.303000,219.0,205.0,338.0
albon,williams,8,Azerbaijan Grand Prix,2022,17.0,0 days 00:01:44.719000,0 days 00:00:36.929000,0 days 00:00:42.325000,0 days 00:00:25.465000,210.0,237.0,336.0
stroll,aston_martin,8,Azerbaijan Grand Prix,2022,19.0,0 days 00:01:45.371000,0 days 00:00:37.332000,0 days 00:00:42.718000,0 days 00:00:25.321000,216.0,227.0,332.0
max_verstappen,red_bull,9,Canadian Grand Prix,2022,1.0,0 days 00:01:21.299000,0 days 00:00:23.220000,0 days 00:00:25.951000,0 days 00:00:32.128000,247.0,276.0,277.0
alonso,alpine,9,Canadian Grand Prix,2022,2.0,0 days 00:01:21.944000,0 days 00:00:23.464000,0 days 00:00:26.288000,0 days 00:00:32.192000,246.0,275.0,275.0
sainz,ferrari,9,Canadian Grand Prix,2022,3.0,0 days 00:01:22.096000,0 days 00:00:23.149000,0 days 00:00:26.092000,0 days 00:00:32.855000,251.0,276.0,272.0
hamilton,mercedes,9,Canadian Grand Prix,2022,4.0,0 days 00:01:22.891000,0 days 00:00:23.547000,0 days 00:00:26.303000,0 days 00:00:33.041000,247.0,275.0,275.0
kevin_magnussen,haas,9,Canadian Grand Prix,2022,5.0,0 days 00:01:22.960000,0 days 00:00:23.812000,0 days 00:00:26.585000,0 days 00:00:32.563000,245.0,273.0,276.0
ocon,alpine,9,Canadian Grand Prix,2022,7.0,0 days 00:01:23.529000,0 days 00:00:23.855000,0 days 00:00:26.667000,0 days 00:00:33.007000,249.0,273.0,273.0
russell,mercedes,9,Canadian Grand Prix,2022,8.0,0 days 00:01:23.557000,0 days 00:00:23.985000,0 days 00:00:26.718000,0 days 00:00:32.854000,,268.0,272.0
ricciardo,mclaren,9,Canadian Grand Prix,2022,9.0,0 days 00:01:23.749000,0 days 00:00:23.609000,0 days 00:00:26.834000,0 days 00:00:33.306000,242.0,271.0,268.0
zhou,alfa,9,Canadian Grand Prix,2022,10.0,0 days 00:01:24.030000,0 days 00:00:23.535000,0 days 00:00:27.325000,0 days 00:00:33.170000,246.0,270.0,271.0
bottas,alfa,9,Canadian Grand Prix,2022,11.0,0 days 00:01:26.788000,0 days 00:00:25.442000,0 days 00:00:27.654000,0 days 00:00:33.692000,225.0,269.0,272.0
