driver_id,constructor_id,race_id,race_name,season,fp1_best_time,fp2_best_time,fp3_best_time,fp1_avg_time,fp2_avg_time,fp3_avg_time
russell,williams,13,Dutch Grand Prix,2021,0 days 00:01:13.181000,0 days 00:01:12.855000,0 days 00:01:11.274000,0 days 00:01:13.544666666,0 days 00:01:13.620500,0 days 00:01:12.096000
tsunoda,alphatauri,13,Dutch Grand Prix,2021,,0 days 00:01:12.096000,0 days 00:01:11.980000,,0 days 00:01:13.249142857,0 days 00:01:12.464000
bottas,mercedes,16,Turkish Grand Prix,2021,0 days 00:01:24.842000,0 days 00:01:24.214000,0 days 00:01:31.996000,0 days 00:01:26.539428571,0 days 00:01:26.017444444,0 days 00:01:33.162333333
max_verstappen,red_bull,16,Turkish Grand Prix,2021,0 days 00:01:24.603000,0 days 00:01:24.439000,0 days 00:01:30.611000,0 days 00:01:25.623400,0 days 00:01:25.481500,0 days 00:01:31.372666666
perez,red_bull,16,Turkish Grand Prix,2021,0 days 00:01:25.459000,0 days 00:01:24.373000,0 days 00:01:30.684000,0 days 00:01:26.308400,0 days 00:01:24.785400,0 days 00:01:32.356750
leclerc,ferrari,16,Turkish Grand Prix,2021,0 days 00:01:24.654000,0 days 00:01:23.970000,0 days 00:01:31.543000,0 days 00:01:26.112714285,0 days 00:01:25.178333333,0 days 00:01:31.863333333
hamilton,mercedes,16,Turkish Grand Prix,2021,0 days 00:01:24.178000,0 days 00:01:23.804000,0 days 00:01:33.636000,0 days 00:01:25.689000,0 days 00:01:26.420214285,0 days 00:01:33.636000
gasly,alphatauri,16,Turkish Grand Prix,2021,0 days 00:01:25.382000,0 days 00:01:24.756000,0 days 00:01:30.447000,0 days 00:01:26.376714285,0 days 00:01:25.641000,0 days 00:01:31.587200
norris,mclaren,16,Turkish Grand Prix,2021,0 days 00:01:25.347000,0 days 00:01:24.525000,0 days 00:01:32.314000,0 days 00:01:26.568333333,0 days 00:01:25.855666666,0 days 00:01:32.685000
sainz,ferrari,16,Turkish Grand Prix,2021,0 days 00:01:24.860000,0 days 00:01:24.903000,0 days 00:01:31.262000,0 days 00:01:25.319666666,0 days 00:01:25.276666666,0 days 00:01:31.558800
stroll,aston_martin,16,Turkish Grand Prix,2021,0 days 00:01:26.221000,0 days 00:01:25.020000,0 days 00:01:33.348000,0 days 00:01:26.771250,0 days 00:01:25.663750,0 days 00:01:34.309333333
ocon,alpine,16,Turkish Grand Prix,2021,0 days 00:01:24.909000,0 days 00:01:24.672000,0 days 00:01:32.089000,0 days 00:01:26.084166666,0 days 00:01:25.481600,0 days 00:01:32.991833333
ricciardo,mclaren,16,Turkish Grand Prix,2021,0 days 00:01:25.750000,0 days 00:01:24.975000,0 days 00:01:32.270000,0 days 00:01:26.367000,0 days 00:01:25.381833333,0 days 00:01:32.853000
tsunoda,alphatauri,16,Turkish Grand Prix,2021,0 days 00:01:26.424000,0 days 00:01:24.882000,0 days 00:01:31.981000,0 days 00:01:26.993500,0 days 00:01:25.429833333,0 days 00:01:32.594000
russell,williams,16,Turkish Grand Prix,2021,0 days 00:01:25.685000,0 days 00:01:25.358000,,0 days 00:01:26.400800,0 days 00:01:25.884000,
alonso,alpine,16,Turkish Grand Prix,2021,0 days 00:01:25.383000,0 days 00:01:24.660000,0 days 00:01:31.545000,0 days 00:01:26.348428571,0 days 00:01:25.182500,0 days 00:01:32.901000
max_verstappen,red_bull,17,United States Grand Prix,2021,0 days 00:01:35.806000,0 days 00:01:35.824000,0 days 00:01:34.383000,0 days 00:01:36.556000,0 days 00:01:35.869000,0 days 00:01:34.834000
hamilton,mercedes,17,United States Grand Prix,2021,0 days 00:01:34.919000,0 days 00:01:34.842000,0 days 00:01:34.458000,0 days 00:01:36.093600,0 days 00:01:35.357000,0 days 00:01:35.265500
perez,red_bull,17,United States Grand Prix,2021,0 days 00:01:35.817000,0 days 00:01:34.946000,0 days 00:01:34.701000,0 days 00:01:36.746333333,0 days 00:01:35.515000,0 days 00:01:35.180666666
leclerc,ferrari,17,United States Grand Prix,2021,0 days 00:01:36.334000,0 days 00:01:35.572000,0 days 00:01:35.343000,0 days 00:01:37.533750,0 days 00:01:36.109250,0 days 00:01:35.711666666
ricciardo,mclaren,17,United States Grand Prix,2021,0 days 00:01:36.220000,0 days 00:01:35.457000,0 days 00:01:35.345000,0 days 00:01:37.565750,0 days 00:01:36.818250,0 days 00:01:36.675000
bottas,mercedes,17,United States Grand Prix,2021,0 days 00:01:34.874000,0 days 00:01:35.360000,0 days 00:01:34.988000,0 days 00:01:36.301500,0 days 00:01:35.651500,0 days 00:01:35.344000
sainz,ferrari,17,United States Grand Prix,2021,0 days 00:01:36.508000,0 days 00:01:35.919000,0 days 00:01:34.805000,0 days 00:01:37.503400,0 days 00:01:36.350000,0 days 00:01:35.530666666
norris,mclaren,17,United States Grand Prix,2021,0 days 00:01:36.855000,0 days 00:01:35.203000,0 days 00:01:34.945000,0 days 00:01:37.683750,0 days 00:01:35.749000,0 days 00:01:35.853750
tsunoda,alphatauri,17,United States Grand Prix,2021,0 days 00:01:37.248000,0 days 00:01:36.690000,0 days 00:01:36.572000,0 days 00:01:37.818250,0 days 00:01:37.226800,0 days 00:01:37.101666666
stroll,aston_martin,17,United States Grand Prix,2021,0 days 00:01:36.972000,0 days 00:01:35.561000,0 days 00:01:36.392000,0 days 00:01:37.761200,0 days 00:01:36.687000,0 days 00:01:36.665666666
russell,williams,17,United States Grand Prix,2021,0 days 00:01:36.966000,0 days 00:01:37.490000,0 days 00:01:36.023000,0 days 00:01:38.561666666,0 days 00:01:37.490000,0 days 00:01:36.486000
alonso,alpine,17,United States Grand Prix,2021,0 days 00:01:37.068000,0 days 00:01:36.376000,0 days 00:01:36.490000,0 days 00:01:38.566400,0 days 00:01:36.892000,0 days 00:01:36.490000
ocon,alpine,17,United States Grand Prix,2021,0 days 00:01:36.970000,0 days 00:01:36.158000,0 days 00:01:35.711000,0 days 00:01:37.603500,0 days 00:01:37.074750,0 days 00:01:36.851666666
gasly,alphatauri,17,United States Grand Prix,2021,0 days 00:01:36.611000,0 days 00:01:36.242000,0 days 00:01:35.398000,0 days 00:01:37.432000,0 days 00:01:36.785000,0 days 00:01:36.456800
max_verstappen,red_bull,18,Mexico City Grand Prix,2021,0 days 00:01:18.464000,0 days 00:01:17.301000,0 days 00:01:17.217000,0 days 00:01:20.342142857,0 days 00:01:19.644454545,0 days 00:01:17.425666666
hamilton,mercedes,18,Mexico City Grand Prix,2021,0 days 00:01:18.417000,0 days 00:01:17.810000,0 days 00:01:17.675000,0 days 00:01:19.991714285,0 days 00:01:18.187000,0 days 00:01:18.031750
perez,red_bull,18,Mexico City Grand Prix,2021,0 days 00:01:18.610000,0 days 00:01:17.871000,0 days 00:01:17.024000,0 days 00:01:20.246000,0 days 00:01:19.272857142,0 days 00:01:17.713750
gasly,alphatauri,18,Mexico City Grand Prix,2021,0 days 00:01:18.985000,0 days 00:01:18.429000,0 days 00:01:18.202000,0 days 00:01:20.454200,0 days 00:01:19.331333333,0 days 00:01:18.814200
leclerc,ferrari,18,Mexico City Grand Prix,2021,0 days 00:01:19.667000,0 days 00:01:18.605000,0 days 00:01:18.213000,0 days 00:01:20.634666666,0 days 00:01:19.141333333,0 days 00:01:19.080000
sainz,ferrari,18,Mexico City Grand Prix,2021,0 days 00:01:19.463000,0 days 00:01:18.318000,0 days 00:01:18.029000,0 days 00:01:20.126750,0 days 00:01:19.256000,0 days 00:01:18.623600
alonso,alpine,18,Mexico City Grand Prix,2021,0 days 00:01:19.656000,0 days 00:01:18.732000,0 days 00:01:18.816000,0 days 00:01:20.429250,0 days 00:01:19.175333333,0 days 00:01:19.220500
norris,mclaren,18,Mexico City Grand Prix,2021,0 days 00:01:20.301000,0 days 00:01:18.979000,0 days 00:01:18.312000,0 days 00:01:20.901333333,0 days 00:01:19.277000,0 days 00:01:19.369400
ricciardo,mclaren,18,Mexico City Grand Prix,2021,0 days 00:01:20.273000,0 days 00:01:19.521000,0 days 00:01:18.121000,0 days 00:01:20.898000,0 days 00:01:19.993333333,0 days 00:01:18.423000
ocon,alpine,18,Mexico City Grand Prix,2021,0 days 00:01:19.759000,0 days 00:01:19.431000,0 days 00:01:18.999000,0 days 00:01:20.987666666,0 days 00:01:19.989250,0 days 00:01:19.617000
stroll,aston_martin,18,Mexico City Grand Prix,2021,0 days 00:01:20.030000,0 days 00:01:19.730000,0 days 00:01:18.352000,0 days 00:01:21.245833333,0 days 00:01:20.339000,0 days 00:01:19.101500
bottas,mercedes,18,Mexico City Grand Prix,2021,0 days 00:01:18.341000,0 days 00:01:17.725000,0 days 00:01:17.708000,0 days 00:01:20.443285714,0 days 00:01:19.448666666,0 days 00:01:18.178750
russell,williams,18,Mexico City Grand Prix,2021,0 days 00:01:20.517000,,0 days 00:01:19.211000,0 days 00:01:21.083000,,0 days 00:01:19.325333333
tsunoda,alphatauri,18,Mexico City Grand Prix,2021,0 days 00:01:20.011000,0 days 00:01:18.644000,0 days 00:01:18.037000,0 days 00:01:20.848000,0 days 00:01:19.145666666,0 days 00:01:19.118000
hamilton,mercedes,20,Qatar Grand Prix,2021,0 days 00:01:24.509000,0 days 00:01:23.570000,0 days 00:01:22.388000,0 days 00:01:25.434333333,0 days 00:01:24.131800,0 days 00:01:22.959800
max_verstappen,red_bull,20,Qatar Grand Prix,2021,0 days 00:01:23.723000,0 days 00:01:23.498000,0 days 00:01:22.651000,0 days 00:01:25.157500,0 days 00:01:24.122000,0 days 00:01:22.919000
alonso,alpine,20,Qatar Grand Prix,2021,0 days 00:01:25.905000,0 days 00:01:24.056000,0 days 00:01:23.186000,0 days 00:01:27.040222222,0 days 00:01:24.542750,0 days 00:01:23.523500
perez,red_bull,20,Qatar Grand Prix,2021,0 days 00:01:24.915000,0 days 00:01:23.787000,0 days 00:01:22.846000,0 days 00:01:26.443857142,0 days 00:01:24.464000,0 days 00:01:23.544000
ocon,alpine,20,Qatar Grand Prix,2021,0 days 00:01:24.972000,0 days 00:01:24.041000,0 days 00:01:23.209000,0 days 00:01:25.621857142,0 days 00:01:25.449000,0 days 00:01:24.098833333
stroll,aston_martin,20,Qatar Grand Prix,2021,0 days 00:01:26.712000,0 days 00:01:23.705000,0 days 00:01:24.154000,0 days 00:01:26.951500,0 days 00:01:24.543000,0 days 00:01:24.798200
sainz,ferrari,20,Qatar Grand Prix,2021,0 days 00:01:24.713000,0 days 00:01:24.033000,0 days 00:01:23.048000,0 days 00:01:25.714400,0 days 00:01:25.398250,0 days 00:01:23.543250
leclerc,ferrari,20,Qatar Grand Prix,2021,0 days 00:01:24.790000,0 days 00:01:24.095000,0 days 00:01:23.276000,0 days 00:01:25.525000,0 days 00:01:25.337000,0 days 00:01:24.160200
norris,mclaren,20,Qatar Grand Prix,2021,0 days 00:01:25.215000,0 days 00:01:23.632000,0 days 00:01:23.895000,0 days 00:01:25.938000,0 days 00:01:24.974800,0 days 00:01:24.799750
gasly,alphatauri,20,Qatar Grand Prix,2021,0 days 00:01:24.160000,0 days 00:01:23.357000,0 days 00:01:22.721000,0 days 00:01:25.192000,0 days 00:01:25.271750,0 days 00:01:23.233800
ricciardo,mclaren,20,Qatar Grand Prix,2021,0 days 00:01:25.291000,0 days 00:01:24.135000,0 days 00:01:23.711000,0 days 00:01:25.920500,0 days 00:01:24.886600,0 days 00:01:24.518000
tsunoda,alphatauri,20,Qatar Grand Prix,2021,0 days 00:01:24.648000,0 days 00:01:23.735000,0 days 00:01:23.567000,0 days 00:01:25.990750,0 days 00:01:24.412400,0 days 00:01:24.363333333
russell,williams,20,Qatar Grand Prix,2021,0 days 00:01:25.871000,0 days 00:01:24.954000,0 days 00:01:23.923000,0 days 00:01:26.622000,0 days 00:01:25.482600,0 days 00:01:24.608571428
bottas,mercedes,20,Qatar Grand Prix,2021,0 days 00:01:24.194000,0 days 00:01:23.148000,0 days 00:01:22.310000,0 days 00:01:25.637833333,0 days 00:01:23.511750,0 days 00:01:23.092000
hamilton,mercedes,21,Saudi Arabian Grand Prix,2021,0 days 00:01:29.786000,0 days 00:01:29.018000,0 days 00:01:28.314000,0 days 00:01:31.306200,0 days 00:01:30.782500,0 days 00:01:29.427500
max_verstappen,red_bull,21,Saudi Arabian Grand Prix,2021,0 days 00:01:29.842000,0 days 00:01:29.213000,0 days 00:01:28.100000,0 days 00:01:31.227571428,0 days 00:01:29.555600,0 days 00:01:28.585800
bottas,mercedes,21,Saudi Arabian Grand Prix,2021,0 days 00:01:30.009000,0 days 00:01:29.079000,0 days 00:01:29.019000,0 days 00:01:31.421000,0 days 00:01:30.534600,0 days 00:01:29.526000
ocon,alpine,21,Saudi Arabian Grand Prix,2021,0 days 00:01:31.023000,0 days 00:01:29.555000,0 days 00:01:29.177000,0 days 00:01:32.381454545,0 days 00:01:30.261333333,0 days 00:01:30.054000
ricciardo,mclaren,21,Saudi Arabian Grand Prix,2021,0 days 00:01:30.608000,0 days 00:01:29.968000,0 days 00:01:29.717000,0 days 00:01:32.040285714,0 days 00:01:30.639666666,0 days 00:01:30.402000
gasly,alphatauri,21,Saudi Arabian Grand Prix,2021,0 days 00:01:30.263000,0 days 00:01:29.099000,0 days 00:01:28.715000,0 days 00:01:31.599750,0 days 00:01:30.422000,0 days 00:01:29.784333333
leclerc,ferrari,21,Saudi Arabian Grand Prix,2021,0 days 00:01:30.600000,0 days 00:01:29.772000,0 days 00:01:29.101000,0 days 00:01:32.048375,0 days 00:01:30.365800,0 days 00:01:30.021000
sainz,ferrari,21,Saudi Arabian Grand Prix,2021,0 days 00:01:30.564000,0 days 00:01:29.589000,0 days 00:01:29.149000,0 days 00:01:32.628555555,0 days 00:01:30.436333333,0 days 00:01:29.587833333
norris,mclaren,21,Saudi Arabian Grand Prix,2021,0 days 00:01:31.029000,0 days 00:01:30.004000,0 days 00:01:29.300000,0 days 00:01:31.965714285,0 days 00:01:30.342333333,0 days 00:01:29.627000
stroll,aston_martin,21,Saudi Arabian Grand Prix,2021,0 days 00:01:31.044000,0 days 00:01:30.442000,0 days 00:01:30.030000,0 days 00:01:32.396500,0 days 00:01:31.057750,0 days 00:01:30.701800
alonso,alpine,21,Saudi Arabian Grand Prix,2021,0 days 00:01:30.842000,0 days 00:01:29.441000,0 days 00:01:29.418000,0 days 00:01:32.746700,0 days 00:01:30.437250,0 days 00:01:30.047000
tsunoda,alphatauri,21,Saudi Arabian Grand Prix,2021,0 days 00:01:31.099000,0 days 00:01:29.597000,0 days 00:01:28.641000,0 days 00:01:32.189666666,0 days 00:01:30.585000,0 days 00:01:29.568800
perez,red_bull,21,Saudi Arabian Grand Prix,2021,0 days 00:01:30.960000,0 days 00:01:29.768000,0 days 00:01:28.629000,0 days 00:01:32.083333333,0 days 00:01:30.302500,0 days 00:01:29.296400
russell,williams,21,Saudi Arabian Grand Prix,2021,0 days 00:01:31.343000,0 days 00:01:30.506000,0 days 00:01:30.034000,0 days 00:01:31.993833333,0 days 00:01:31.253500,0 days 00:01:30.503333333
max_verstappen,red_bull,22,Abu Dhabi Grand Prix,2021,0 days 00:01:25.009000,0 days 00:01:24.332000,0 days 00:01:23.488000,0 days 00:01:25.485800,0 days 00:01:24.879200,0 days 00:01:24.437666666
hamilton,mercedes,22,Abu Dhabi Grand Prix,2021,0 days 00:01:25.042000,0 days 00:01:23.691000,0 days 00:01:23.274000,0 days 00:01:25.867833333,0 days 00:01:24.398200,0 days 00:01:23.856666666
sainz,ferrari,22,Abu Dhabi Grand Prix,2021,0 days 00:01:25.886000,0 days 00:01:24.844000,0 days 00:01:24.595000,0 days 00:01:27.056125,0 days 00:01:25.377500,0 days 00:01:25.543000
tsunoda,alphatauri,22,Abu Dhabi Grand Prix,2021,0 days 00:01:25.378000,0 days 00:01:24.532000,0 days 00:01:24.223000,0 days 00:01:26.115000,0 days 00:01:25.195000,0 days 00:01:25.214166666
gasly,alphatauri,22,Abu Dhabi Grand Prix,2021,0 days 00:01:25.822000,0 days 00:01:24.940000,0 days 00:01:24.251000,0 days 00:01:26.679200,0 days 00:01:25.764200,0 days 00:01:25.314833333
bottas,mercedes,22,Abu Dhabi Grand Prix,2021,0 days 00:01:25.205000,0 days 00:01:24.083000,0 days 00:01:24.025000,0 days 00:01:26.123000,0 days 00:01:24.564666666,0 days 00:01:24.686600
norris,mclaren,22,Abu Dhabi Grand Prix,2021,0 days 00:01:26.123000,0 days 00:01:25.072000,0 days 00:01:24.106000,0 days 00:01:27.050666666,0 days 00:01:25.350666666,0 days 00:01:25.301000
alonso,alpine,22,Abu Dhabi Grand Prix,2021,0 days 00:01:25.625000,0 days 00:01:24.225000,0 days 00:01:25.094000,0 days 00:01:26.322625,0 days 00:01:25.022500,0 days 00:01:25.658000
ocon,alpine,22,Abu Dhabi Grand Prix,2021,0 days 00:01:26.025000,0 days 00:01:24.034000,0 days 00:01:24.834000,0 days 00:01:26.754428571,0 days 00:01:25.075800,0 days 00:01:25.608285714
leclerc,ferrari,22,Abu Dhabi Grand Prix,2021,0 days 00:01:25.846000,0 days 00:01:24.557000,0 days 00:01:24.758000,0 days 00:01:27.144800,0 days 00:01:25.053600,0 days 00:01:25.561500
ricciardo,mclaren,22,Abu Dhabi Grand Prix,2021,0 days 00:01:26.676000,0 days 00:01:24.812000,0 days 00:01:24.733000,0 days 00:01:27.245000,0 days 00:01:25.311000,0 days 00:01:25.636333333
stroll,aston_martin,22,Abu Dhabi Grand Prix,2021,0 days 00:01:26.608000,0 days 00:01:25.385000,0 days 00:01:24.821000,0 days 00:01:27.243666666,0 days 00:01:26.161000,0 days 00:01:26.337166666
perez,red_bull,22,Abu Dhabi Grand Prix,2021,0 days 00:01:25.363000,0 days 00:01:24.400000,0 days 00:01:24.047000,0 days 00:01:26.593875,0 days 00:01:25.123400,0 days 00:01:24.663166666
russell,williams,22,Abu Dhabi Grand Prix,2021,,0 days 00:01:25.549000,0 days 00:01:25.220000,,0 days 00:01:26.787666666,0 days 00:01:25.766333333
